PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,MIN,GP,USG_PCT,AST_PCT,TS_PCT,OFF_RATING,DEF_RATING,PIE,3P_Attempt_Rate,PICK__ROLL_BALL_HANDLER_FREQ,PICK__ROLL_BALL_HANDLER_PPP,ISOLATION_FREQ,ISOLATION_PPP,HANDOFF_FREQ,HANDOFF_PPP,OFF_SCREEN_FREQ,OFF_SCREEN_PPP,CUT_FREQ,CUT_PPP,PUTBACK_FREQ,PUTBACK_PPP,POST_UP_FREQ,POST_UP_PPP,PICK__ROLL_ROLL_MAN_FREQ,PICK__ROLL_ROLL_MAN_PPP,SPOT_UP_FREQ,SPOT_UP_PPP,TRANSITION_FREQ,TRANSITION_PPP
1641738,Kobe Brown,LAC,6.8,40,0.134,0.137,0.513,105.9,114.7,0.083,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641723,Kobe Bufkin,ATL,12.4,10,0.203,0.213,0.483,95.3,103.3,0.086,0.4042553191489361,0.266,0.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.882,0.25,0.875
1627739,Kris Dunn,LAC,24.1,74,0.126,0.153,0.531,113.8,106.0,0.07,0.5125858123569794,0.056,0.724,0.023,1.167,0.0,0.0,0.0,0.0,0.065,1.235,0.021,1.545,0.0,0.0,0.042,0.773,0.438,0.947,0.238,1.0
1631200,Kris Murray,POR,15.1,69,0.133,0.09,0.472,106.0,107.8,0.061,0.4301075268817204,0.0,0.0,0.0,0.0,0.061,0.571,0.0,0.0,0.058,1.3,0.11,0.947,0.0,0.0,0.0,0.0,0.389,0.748,0.248,0.837
204001,Kristaps Porziņģis,BOS,28.8,42,0.253,0.113,0.618,116.2,110.3,0.132,0.4355400696864111,0.0,0.0,0.026,0.737,0.0,0.0,0.035,0.72,0.096,1.246,0.058,1.048,0.208,1.188,0.216,1.271,0.196,1.128,0.116,1.193
203937,Kyle Anderson,MIA,16.4,61,0.152,0.211,0.538,106.1,107.6,0.108,0.231023102310231,0.129,0.636,0.147,1.04,0.0,0.0,0.0,0.0,0.136,1.185,0.065,1.077,0.0,0.0,0.106,1.056,0.337,0.985,0.191,1.053
1642271,Kyle Filipowski,UTA,21.1,72,0.184,0.14,0.594,107.7,118.9,0.103,0.4247104247104247,0.023,1.125,0.048,0.879,0.0,0.0,0.028,1.053,0.134,1.165,0.088,1.017,0.041,1.071,0.097,0.924,0.276,1.069,0.186,1.134
1628398,Kyle Kuzma,MIL,29.8,65,0.233,0.123,0.514,105.8,116.1,0.08,0.3691037735849056,0.191,0.697,0.049,1.08,0.078,1.05,0.039,0.773,0.061,1.286,0.028,0.563,0.049,0.893,0.019,1.545,0.203,0.664,0.25,1.14
200768,Kyle Lowry,PHI,18.8,35,0.1,0.206,0.525,103.8,109.6,0.067,0.7521367521367521,0.175,0.593,0.0,0.0,0.065,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,1.0,0.175,0.593
1630283,Kylor Kelley,LAL,11.5,11,0.097,0.056,0.644,101.4,130.5,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202681,Kyrie Irving,DAL,36.1,50,0.264,0.198,0.594,116.5,113.9,0.129,0.3798941798941799,0.227,1.066,0.224,1.063,0.068,0.936,0.039,1.068,0.032,1.486,0.019,1.136,0.04,1.111,0.014,0.688,0.107,1.311,0.195,1.014
1642273,Kyshawn George,WAS,26.5,68,0.156,0.133,0.503,105.4,115.5,0.058,0.6483516483516484,0.169,0.802,0.025,0.647,0.101,0.739,0.029,0.65,0.031,1.048,0.025,0.765,0.0,0.0,0.0,0.0,0.297,1.034,0.238,0.865
1630163,LaMelo Ball,CHA,32.0,47,0.342,0.39,0.536,112.7,116.5,0.127,0.5264207377866401,0.372,0.902,0.106,0.888,0.08,0.96,0.032,1.024,0.0,0.0,0.023,1.069,0.0,0.0,0.0,0.0,0.14,1.124,0.184,0.966
1630205,Lamar Stevens,MEM,9.1,17,0.21,0.063,0.545,128.2,101.8,0.09,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629013,Landry Shamet,NYK,15.2,50,0.143,0.049,0.601,111.6,106.5,0.062,0.6782608695652174,0.042,1.182,0.0,0.0,0.085,0.818,0.081,1.238,0.073,1.105,0.0,0.0,0.0,0.0,0.0,0.0,0.448,1.121,0.193,1.24
1626204,Larry Nance Jr.,ATL,19.3,24,0.155,0.125,0.632,107.5,116.5,0.106,0.4903225806451612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,1.158,0.056,1.0,0.0,0.0,0.158,1.107,0.367,1.508,0.102,0.833
1628374,Lauri Markkanen,UTA,31.4,47,0.231,0.074,0.571,111.4,117.5,0.103,0.57,0.026,0.955,0.046,0.923,0.105,0.865,0.178,1.033,0.071,1.55,0.053,0.911,0.038,0.906,0.118,0.97,0.178,1.033,0.137,1.25
2544,LeBron James,LAL,34.9,70,0.291,0.395,0.604,112.7,114.0,0.169,0.3118110236220472,0.178,0.889,0.166,0.924,0.039,0.938,0.027,1.087,0.036,1.583,0.026,1.159,0.129,1.014,0.031,0.981,0.106,1.062,0.208,1.207
1631159,Leonard Miller,MIN,2.4,13,0.239,0.0,0.54,79.2,98.6,0.202,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631311,Lester Quinones,NOP,14.1,13,0.213,0.198,0.514,104.5,110.4,0.065,0.5641025641025641,0.212,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641857,Liam Robbins,MIL,4.4,13,0.128,0.056,0.363,80.3,85.6,-0.025,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630322,Lindy Waters III,DET,15.0,52,0.145,0.092,0.504,111.6,110.2,0.061,0.7469879518072289,0.0,0.0,0.0,0.0,0.084,0.632,0.138,1.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,1.043,0.204,0.891
1629022,Lonnie Walker IV,PHI,23.8,20,0.214,0.167,0.548,104.7,118.7,0.091,0.5990566037735849,0.237,0.729,0.084,1.381,0.0,0.0,0.06,1.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628366,Lonzo Ball,CHI,22.2,35,0.152,0.187,0.524,113.5,108.0,0.078,0.8024691358024691,0.183,0.963,0.0,0.0,0.064,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,1.081,0.19,0.786
1629652,Luguentz Dort,OKC,29.2,71,0.133,0.067,0.586,120.4,107.3,0.063,0.6964586846543002,0.039,0.885,0.0,0.0,0.02,0.615,0.0,0.0,0.059,1.256,0.023,1.333,0.0,0.0,0.039,1.192,0.498,1.152,0.261,1.046
1629029,Luka Dončić,LAL,35.4,50,0.328,0.342,0.587,119.6,110.5,0.17,0.4692682926829268,0.307,0.932,0.226,1.063,0.065,1.333,0.033,1.56,0.017,1.5,0.017,0.9,0.046,1.086,0.0,0.0,0.091,1.2,0.179,1.139
1630568,Luka Garza,MIN,5.6,39,0.241,0.082,0.573,107.9,107.5,0.101,0.3428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628379,Luke Kennard,MEM,22.6,65,0.14,0.179,0.631,117.6,114.5,0.093,0.605568445475638,0.123,0.797,0.021,0.545,0.05,1.462,0.079,1.049,0.038,1.0,0.025,1.077,0.0,0.0,0.029,1.333,0.365,1.126,0.217,1.248
1628436,Luke Kornet,BOS,18.6,73,0.111,0.115,0.683,121.2,106.3,0.114,0.0107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,1.483,0.271,1.25,0.034,0.5,0.181,1.328,0.0,0.0,0.096,1.265
1631247,Luke Travers,CLE,7.3,12,0.132,0.113,0.287,109.1,109.7,0.022,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630644,Mac McClung,ORL,5.1,2,0.087,0.333,0.0,119.0,128.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630201,Malachi Flynn,SAS,10.9,4,0.196,0.233,0.512,112.8,109.1,0.084,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631103,Malaki Branham,SAS,9.1,47,0.233,0.139,0.575,106.1,109.8,0.087,0.4421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627763,Malcolm Brogdon,WAS,23.5,24,0.231,0.267,0.544,106.5,116.9,0.113,0.2333333333333333,0.408,0.878,0.044,0.929,0.075,0.583,0.0,0.0,0.0,0.0,0.04,0.923,0.0,0.0,0.0,0.0,0.168,1.13,0.159,0.961
1642502,Malevy Leons,OKC,3.5,6,0.102,0.111,0.266,61.4,104.7,-0.069,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627736,Malik Beasley,DET,27.8,82,0.215,0.089,0.59,113.3,110.2,0.091,0.715219421101774,0.105,0.701,0.025,0.8,0.119,1.063,0.167,1.054,0.009,0.909,0.021,1.24,0.0,0.0,0.032,1.026,0.262,1.259,0.216,1.296
1628370,Malik Monk,SAC,31.6,65,0.236,0.246,0.549,117.0,114.5,0.099,0.4558040468583599,0.277,0.904,0.079,0.913,0.117,0.912,0.026,1.677,0.018,1.571,0.013,1.0,0.0,0.0,0.014,0.875,0.21,0.846,0.209,1.065
1630699,MarJon Beauchamp,NYK,4.5,35,0.222,0.124,0.535,94.8,92.0,0.123,0.4461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630542,Marcus Bagley,PHI,25.3,10,0.128,0.056,0.456,101.1,117.0,0.077,0.463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630585,Marcus Garrett,CHA,19.8,4,0.193,0.255,0.487,95.6,119.3,0.057,0.2962962962962963,0.343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631204,Marcus Sasser,DET,14.2,57,0.187,0.239,0.589,110.4,107.5,0.095,0.5135135135135135,0.358,0.985,0.083,1.129,0.061,1.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.903,0.214,1.0
203935,Marcus Smart,WAS,20.0,34,0.198,0.221,0.529,109.9,107.3,0.086,0.5486381322957199,0.287,0.878,0.112,1.313,0.098,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.884,0.25,0.94
1631109,Mark Williams,CHA,26.6,44,0.21,0.154,0.647,106.3,118.9,0.156,0.0089485458612975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,1.337,0.161,1.158,0.075,1.0,0.288,1.094,0.0,0.0,0.11,1.585
1628365,Markelle Fultz,SAC,8.8,21,0.196,0.208,0.452,109.3,105.7,0.065,0.1194029850746268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202693,Markieff Morris,LAL,11.0,15,0.202,0.191,0.385,106.1,113.9,0.045,0.5142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,1.0,0.0,0.0
1628963,Marvin Bagley III,MEM,8.6,31,0.2,0.063,0.56,108.2,108.8,0.123,0.1792452830188679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630222,Mason Jones,SAC,4.5,10,0.193,0.379,0.569,107.4,105.3,0.159,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203486,Mason Plumlee,PHX,17.6,74,0.105,0.133,0.645,115.2,115.0,0.098,0.0198019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,1.118,0.144,1.152,0.0,0.0,0.209,1.254,0.0,0.0,0.097,1.29
1641824,Matas Buzelis,CHI,18.9,80,0.181,0.072,0.571,110.4,112.1,0.079,0.4792792792792792,0.072,0.735,0.043,0.69,0.024,1.125,0.024,1.25,0.074,1.38,0.044,0.967,0.0,0.0,0.024,1.5,0.394,0.873,0.264,1.268
1629680,Matisse Thybulle,POR,20.8,15,0.135,0.126,0.592,105.3,105.1,0.114,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.087,0.224,1.25
1630346,Matt Ryan,NOP,3.6,19,0.208,0.083,0.439,80.5,108.8,0.062,0.6129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631108,Max Christie,DAL,27.3,78,0.15,0.093,0.57,112.6,114.3,0.069,0.5322033898305085,0.142,0.685,0.092,0.886,0.055,1.143,0.029,1.0,0.085,1.581,0.0,0.0,0.0,0.0,0.044,1.5,0.397,1.125,0.229,1.133
1629622,Max Strus,CLE,25.5,50,0.143,0.157,0.607,120.1,112.2,0.083,0.7855227882037533,0.054,0.75,0.0,0.0,0.098,1.116,0.098,0.837,0.043,1.368,0.029,1.385,0.0,0.0,0.057,1.64,0.358,1.152,0.211,0.925
1628467,Maxi Kleber,LAL,18.7,34,0.085,0.087,0.489,111.9,112.3,0.035,0.5104166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.938,0.508,0.723,0.109,1.0
1641721,Maxwell Lewis,BKN,11.7,28,0.164,0.091,0.516,101.2,110.7,0.066,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630695,Micah Potter,UTA,18.6,38,0.102,0.058,0.563,108.6,116.2,0.063,0.725925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,1.267,0.097,1.235,0.0,0.0,0.12,0.905,0.377,0.955,0.189,0.97
1629008,Michael Porter Jr.,DEN,33.7,77,0.197,0.084,0.617,119.8,115.4,0.101,0.4666030534351145,0.044,0.891,0.015,0.842,0.129,0.975,0.127,0.885,0.11,1.449,0.087,1.194,0.009,1.273,0.022,1.148,0.215,1.289,0.198,1.188
1628969,Mikal Bridges,NYK,37.0,82,0.192,0.141,0.585,118.4,112.9,0.09,0.3913778529163144,0.129,1.0,0.017,0.739,0.071,0.928,0.054,1.041,0.106,1.379,0.032,1.341,0.043,0.915,0.024,1.212,0.257,1.034,0.216,1.18
201144,Mike Conley,MIN,24.7,71,0.141,0.243,0.573,115.5,109.0,0.092,0.6623931623931624,0.292,0.87,0.028,0.75,0.104,1.033,0.055,1.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,1.184,0.138,0.913
1628970,Miles Bridges,CHA,31.7,64,0.273,0.203,0.541,108.2,113.6,0.135,0.4132231404958678,0.255,0.84,0.115,0.914,0.053,1.029,0.057,0.711,0.036,1.625,0.037,1.265,0.016,1.048,0.041,1.145,0.202,1.093,0.158,1.0
1630540,Miles McBride,NYK,24.9,64,0.162,0.155,0.531,116.8,109.7,0.077,0.5703839122486288,0.191,1.009,0.082,0.62,0.073,1.2,0.042,0.846,0.033,0.95,0.023,1.286,0.0,0.0,0.0,0.0,0.316,1.057,0.188,1.13
1641936,Miles Norris,BOS,11.6,3,0.127,0.0,0.354,87.7,110.9,0.088,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629011,Mitchell Robinson,NYK,17.1,17,0.109,0.062,0.676,113.8,108.2,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,1.167,0.473,1.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628964,Mo Bamba,NOP,12.9,32,0.15,0.068,0.557,103.5,112.5,0.1,0.4821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,1.32,0.136,1.389,0.0,0.0,0.28,0.919,0.182,1.083,0.0,0.0
1628420,Monte Morris,PHX,12.7,45,0.173,0.188,0.546,111.1,108.3,0.096,0.441025641025641,0.27,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,1.11,0.165,0.949
1629021,Moritz Wagner,ORL,18.8,30,0.254,0.135,0.649,106.1,107.0,0.165,0.3012048192771084,0.0,0.0,0.052,0.778,0.0,0.0,0.0,0.0,0.165,1.491,0.058,1.35,0.078,1.074,0.205,0.93,0.217,1.173,0.113,1.154
1629650,Moses Brown,DAL,9.1,13,0.216,0.029,0.706,101.5,105.9,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630541,Moses Moody,GSW,22.3,74,0.17,0.084,0.578,113.2,108.9,0.076,0.5933098591549296,0.029,0.75,0.034,0.565,0.047,0.844,0.135,0.837,0.075,1.098,0.038,1.038,0.0,0.0,0.0,0.0,0.379,1.178,0.218,1.23
1631243,Mouhamed Gueye,ATL,16.1,33,0.155,0.064,0.52,113.4,104.7,0.085,0.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,1.2,0.107,0.727,0.0,0.0,0.0,0.0,0.405,0.867,0.234,1.104
1631217,Moussa Diabaté,CHA,17.5,71,0.13,0.069,0.609,106.9,110.3,0.115,0.0214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,1.115,0.202,0.949,0.028,1.091,0.227,1.202,0.041,1.0,0.176,1.014
1626167,Myles Turner,IND,30.2,72,0.207,0.072,0.612,116.1,111.5,0.103,0.4858199753390875,0.0,0.0,0.011,0.727,0.014,1.133,0.0,0.0,0.118,1.26,0.043,1.333,0.095,1.03,0.279,1.11,0.247,1.105,0.107,1.225
1642368,N'Faly Dante,HOU,12.7,4,0.133,0.05,0.789,114.9,123.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641772,Nae'Qwan Tomlin,CLE,12.7,5,0.23,0.053,0.489,96.4,92.0,0.096,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630230,Naji Marshall,DAL,27.8,69,0.197,0.161,0.584,111.5,114.7,0.105,0.3061797752808989,0.133,1.042,0.051,0.957,0.028,0.84,0.0,0.0,0.045,1.425,0.041,1.351,0.0,0.0,0.025,0.636,0.357,0.978,0.266,1.105
1631466,Nate Williams,HOU,7.3,20,0.212,0.079,0.496,110.6,116.8,0.038,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629675,Naz Reid,MIN,27.5,80,0.21,0.123,0.577,116.2,108.8,0.11,0.5005417118093174,0.043,0.894,0.024,0.923,0.035,1.105,0.095,1.058,0.05,1.218,0.059,1.266,0.06,1.03,0.129,1.05,0.329,1.05,0.135,1.061
1629674,Neemias Queta,BOS,13.9,62,0.136,0.076,0.674,117.4,108.3,0.102,0.0147783251231527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,1.383,0.207,0.964,0.0,0.0,0.173,1.255,0.0,0.0,0.077,1.667
1629651,Nic Claxton,BKN,26.9,70,0.166,0.14,0.569,103.6,116.2,0.115,0.0369718309859154,0.022,0.875,0.048,0.571,0.0,0.0,0.0,0.0,0.245,1.208,0.123,1.135,0.052,0.816,0.169,1.057,0.106,0.896,0.125,1.363
1630208,Nick Richards,PHX,22.0,57,0.169,0.058,0.634,112.3,120.9,0.107,0.0057636887608069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.974,0.178,1.464,0.053,0.4,0.287,1.278,0.0,0.0,0.107,1.3
1641733,Nick Smith Jr.,CHA,22.8,60,0.205,0.169,0.502,102.1,116.4,0.064,0.5387323943661971,0.277,0.849,0.064,1.186,0.082,0.691,0.037,0.72,0.018,0.333,0.0,0.0,0.0,0.0,0.045,0.767,0.266,1.022,0.16,0.991
1629638,Nickeil Alexander-Walker,MIN,25.3,82,0.155,0.149,0.579,115.1,108.5,0.081,0.6006493506493507,0.183,0.657,0.0,0.0,0.037,0.643,0.031,0.958,0.024,1.444,0.031,0.708,0.0,0.0,0.0,0.0,0.442,1.178,0.178,1.213
201587,Nicolas Batum,LAC,17.5,78,0.087,0.082,0.633,110.5,104.7,0.069,0.8529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.909,0.039,1.091,0.0,0.0,0.085,0.875,0.577,1.247,0.167,1.362
203999,Nikola Jokić,DEN,36.7,70,0.285,0.398,0.663,125.6,115.1,0.206,0.2426686217008797,0.068,0.992,0.049,0.989,0.01,1.235,0.061,1.167,0.105,1.452,0.083,1.149,0.23,1.09,0.12,1.29,0.101,1.328,0.098,1.234
1631107,Nikola Jović,MIA,25.1,46,0.178,0.174,0.595,109.6,110.7,0.098,0.5570291777188329,0.091,0.791,0.046,1.0,0.036,1.059,0.021,0.8,0.034,1.563,0.0,0.0,0.061,1.0,0.053,0.76,0.395,1.021,0.2,1.295
202696,Nikola Vučević,CHI,31.2,73,0.221,0.165,0.611,113.6,116.0,0.136,0.3092485549132948,0.0,0.0,0.014,1.176,0.0,0.0,0.031,1.105,0.103,1.365,0.084,1.117,0.153,1.032,0.283,1.145,0.148,1.039,0.126,1.24
1641730,Noah Clowney,BKN,22.7,46,0.185,0.063,0.516,103.0,115.2,0.061,0.7016129032258065,0.0,0.0,0.0,0.0,0.037,0.529,0.057,0.846,0.046,0.905,0.048,1.455,0.0,0.0,0.116,0.717,0.439,0.95,0.164,1.173
1626181,Norman Powell,LAC,32.6,60,0.255,0.096,0.615,116.2,107.4,0.11,0.4529100529100529,0.188,1.05,0.064,0.813,0.1,1.103,0.098,1.122,0.017,0.9,0.011,1.308,0.0,0.0,0.0,0.0,0.235,1.207,0.241,1.234
1628384,OG Anunoby,NYK,36.6,74,0.195,0.084,0.591,117.7,112.3,0.093,0.4479065238558909,0.056,1.116,0.039,0.833,0.044,0.944,0.072,0.843,0.085,1.429,0.039,1.063,0.059,0.904,0.02,0.88,0.344,1.021,0.219,1.323
1630167,Obi Toppin,IND,19.6,79,0.191,0.116,0.642,113.6,116.1,0.115,0.5025041736227045,0.04,1.069,0.0,0.0,0.026,0.842,0.015,1.636,0.075,1.574,0.051,1.243,0.043,1.484,0.074,1.302,0.341,1.024,0.261,1.298
1630534,Ochai Agbaji,TOR,27.2,64,0.144,0.081,0.601,106.4,112.2,0.081,0.4737827715355805,0.053,0.875,0.0,0.0,0.069,0.762,0.034,1.19,0.097,1.186,0.043,1.231,0.0,0.0,0.043,1.154,0.32,1.108,0.292,1.242
1641765,Olivier-Maxence Prosper,DAL,11.2,52,0.158,0.101,0.484,101.8,109.5,0.082,0.293103448275862,0.0,0.0,0.054,0.583,0.0,0.0,0.0,0.0,0.108,1.083,0.072,0.688,0.0,0.0,0.045,1.3,0.332,0.784,0.265,1.034
1630168,Onyeka Okongwu,ATL,27.9,74,0.169,0.113,0.634,114.9,113.7,0.122,0.2163742690058479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,1.318,0.157,1.139,0.046,1.2,0.227,1.283,0.158,1.014,0.118,1.301
1631115,Orlando Robinson,TOR,17.5,44,0.177,0.152,0.519,104.5,109.2,0.088,0.1992337164750957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.778,0.202,0.954,0.0,0.0,0.0,0.0
1631131,Oscar Tshiebwe,UTA,18.2,14,0.144,0.051,0.64,113.4,115.8,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.909,0.272,1.24,0.0,0.0,0.217,1.5,0.0,0.0,0.141,1.308
1629052,Oshae Brissett,PHI,23.7,6,0.154,0.04,0.576,113.6,124.3,0.05,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642345,Oso Ighodaro,PHX,17.1,61,0.103,0.095,0.61,109.4,110.0,0.073,0.0106951871657754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,1.296,0.081,0.9,0.0,0.0,0.32,1.013,0.045,0.909,0.105,1.115
1631172,Ousmane Dieng,OKC,10.9,37,0.152,0.107,0.538,104.3,99.2,0.088,0.568,0.12,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,1.214,0.4,0.9,0.16,1.0
200782,P.J. Tucker,NYK,19.3,3,0.059,0.0,0.643,106.1,127.4,0.015,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629023,P.J. Washington,DAL,32.2,57,0.198,0.098,0.556,114.2,113.2,0.097,0.3593984962406015,0.109,0.747,0.069,0.8,0.027,0.75,0.019,1.235,0.064,1.214,0.054,1.213,0.077,0.866,0.035,1.065,0.29,0.949,0.2,1.131
1628408,PJ Dozier,MIN,3.9,9,0.082,0.167,0.621,98.8,107.8,0.054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641790,PJ Hall,DEN,3.5,19,0.176,0.118,0.641,91.9,91.3,0.168,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
