SNAPSHOT_TIME,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,Offensive Archetype,Defensive Archetype,Off_Cluster,Def_Cluster,USG_PCT,AST_PCT,DEF_RATING
2026-01-13 17:52,201950,Jrue Holiday,POR,Off_Cluster_4,Def_Cluster_2,4,2,0.209,0.344,113.1
2026-01-13 17:52,1630577,Julian Champagnie,SAS,Off_Cluster_2,Def_Cluster_3,2,3,0.149,0.069,109.1
2026-01-13 17:52,1641763,Julian Phillips,CHI,Off_Cluster_1,Def_Cluster_2,1,2,0.118,0.033,107.2
2026-01-13 17:52,1631124,Julian Strawther,DEN,Off_Cluster_0,Def_Cluster_2,0,2,0.192,0.112,110.1
2026-01-13 17:52,203944,Julius Randle,MIN,Off_Cluster_6,Def_Cluster_3,6,3,0.256,0.248,114.9
2026-01-13 17:52,1630551,Justin Champagnie,WAS,Off_Cluster_1,Def_Cluster_3,1,3,0.144,0.08,122.2
2026-01-13 17:52,1642348,Justin Edwards,PHI,Off_Cluster_1,Def_Cluster_2,1,2,0.149,0.114,120.7
2026-01-13 17:52,203994,Jusuf Nurkić,UTA,Off_Cluster_3,Def_Cluster_3,3,3,0.18,0.238,116.8
2026-01-13 17:52,1642354,KJ Simpson,CHA,Off_Cluster_4,Def_Cluster_2,4,2,0.222,0.24,117.1
2026-01-13 17:52,1642880,Kam Jones,IND,Off_Cluster_0,Def_Cluster_2,0,2,0.144,0.13,108.4
2026-01-13 17:52,1626157,Karl-Anthony Towns,NYK,Off_Cluster_6,Def_Cluster_3,6,3,0.253,0.134,114.5
2026-01-13 17:52,1631255,Karlo Matković,NOP,Off_Cluster_5,Def_Cluster_3,5,3,0.139,0.091,112.2
2026-01-13 17:52,1642857,Kasparas Jakučionis,MIA,Off_Cluster_0,Def_Cluster_2,0,2,0.132,0.109,106.5
2026-01-13 17:52,202695,Kawhi Leonard,LAC,Off_Cluster_7,Def_Cluster_4,7,4,0.312,0.177,114.7
2026-01-13 17:52,1630811,Keaton Wallace,ATL,Off_Cluster_4,Def_Cluster_2,4,2,0.151,0.269,109.2
2026-01-13 17:52,1631099,Keegan Murray,SAC,Off_Cluster_2,Def_Cluster_3,2,3,0.183,0.063,117.8
2026-01-13 17:52,1642276,Kel'el Ware,MIA,Off_Cluster_3,Def_Cluster_3,3,3,0.164,0.03,113.8
2026-01-13 17:52,1629640,Keldon Johnson,SAS,Off_Cluster_6,Def_Cluster_3,6,3,0.19,0.081,109.0
2026-01-13 17:52,203482,Kelly Olynyk,SAS,Off_Cluster_0,Def_Cluster_2,0,2,0.154,0.193,109.3
2026-01-13 17:52,1626162,Kelly Oubre Jr.,PHI,Off_Cluster_4,Def_Cluster_2,4,2,0.173,0.049,112.4
2026-01-13 17:52,1629026,Kenrich Williams,OKC,Off_Cluster_1,Def_Cluster_2,1,2,0.158,0.146,107.1
2026-01-13 17:52,203484,Kentavious Caldwell-Pope,MEM,Off_Cluster_4,Def_Cluster_2,4,2,0.17,0.199,113.8
2026-01-13 17:52,1631165,Keon Ellis,SAC,Off_Cluster_1,Def_Cluster_2,1,2,0.133,0.049,117.6
2026-01-13 17:52,1642352,Keshad Johnson,MIA,Off_Cluster_0,Def_Cluster_2,0,2,0.16,0.01,104.8
2026-01-13 17:52,201142,Kevin Durant,HOU,Off_Cluster_6,Def_Cluster_3,6,3,0.258,0.188,111.2
2026-01-13 17:52,1628989,Kevin Huerter,CHI,Off_Cluster_2,Def_Cluster_2,2,2,0.193,0.143,113.7
2026-01-13 17:52,201567,Kevin Love,UTA,Off_Cluster_1,Def_Cluster_3,1,3,0.169,0.142,132.1
2026-01-13 17:52,1641755,Kevin McCullar Jr.,NYK,Off_Cluster_0,Def_Cluster_2,0,2,0.161,0.273,125.3
2026-01-13 17:52,1629645,Kevin Porter Jr.,MIL,Off_Cluster_4,Def_Cluster_4,4,4,0.237,0.333,113.5
2026-01-13 17:52,1626172,Kevon Looney,NOP,Off_Cluster_5,Def_Cluster_3,5,3,0.101,0.158,116.9
2026-01-13 17:52,1641718,Keyonte George,UTA,Off_Cluster_7,Def_Cluster_2,7,2,0.271,0.307,123.3
2026-01-13 17:52,1642863,Khaman Maluach,PHX,Off_Cluster_0,Def_Cluster_2,0,2,0.156,0.052,109.2
2026-01-13 17:52,203114,Khris Middleton,WAS,Off_Cluster_6,Def_Cluster_2,6,2,0.176,0.176,119.0
2026-01-13 17:52,202691,Klay Thompson,DAL,Off_Cluster_2,Def_Cluster_2,2,2,0.209,0.092,106.5
2026-01-13 17:52,1641738,Kobe Brown,LAC,Off_Cluster_0,Def_Cluster_2,0,2,0.156,0.159,115.9
2026-01-13 17:52,1642920,Kobe Sanders,LAC,Off_Cluster_1,Def_Cluster_2,1,2,0.151,0.117,110.9
2026-01-13 17:52,1642886,Koby Brea,PHX,Off_Cluster_0,Def_Cluster_2,0,2,0.182,0.4,150.0
2026-01-13 17:52,1642851,Kon Knueppel,CHA,Off_Cluster_2,Def_Cluster_3,2,3,0.216,0.167,115.2
2026-01-13 17:52,1627739,Kris Dunn,LAC,Off_Cluster_1,Def_Cluster_4,1,4,0.131,0.158,116.8
2026-01-13 17:52,1631200,Kris Murray,POR,Off_Cluster_1,Def_Cluster_2,1,2,0.1,0.065,113.0
2026-01-13 17:52,204001,Kristaps Porziņģis,ATL,Off_Cluster_3,Def_Cluster_3,3,3,0.259,0.162,111.3
2026-01-13 17:52,203937,Kyle Anderson,UTA,Off_Cluster_1,Def_Cluster_2,1,2,0.167,0.208,114.7
2026-01-13 17:52,1642271,Kyle Filipowski,UTA,Off_Cluster_2,Def_Cluster_3,2,3,0.174,0.126,119.9
2026-01-13 17:52,1628398,Kyle Kuzma,MIL,Off_Cluster_6,Def_Cluster_3,6,3,0.206,0.125,115.3
2026-01-13 17:52,200768,Kyle Lowry,PHI,Off_Cluster_0,Def_Cluster_2,0,2,0.088,0.206,107.3
2026-01-13 17:52,1642273,Kyshawn George,WAS,Off_Cluster_7,Def_Cluster_3,7,3,0.207,0.226,120.0
2026-01-13 17:52,1630163,LaMelo Ball,CHA,Off_Cluster_7,Def_Cluster_2,7,2,0.311,0.418,116.8
2026-01-13 17:52,1642950,Lachlan Olbrich,CHI,Off_Cluster_0,Def_Cluster_0,0,0,0.089,0.163,104.6
2026-01-13 17:52,1629013,Landry Shamet,NYK,Off_Cluster_1,Def_Cluster_2,1,2,0.144,0.079,110.2
2026-01-13 17:52,1626204,Larry Nance Jr.,CLE,Off_Cluster_1,Def_Cluster_2,1,2,0.13,0.116,114.2
2026-01-13 17:52,1628374,Lauri Markkanen,UTA,Off_Cluster_6,Def_Cluster_3,6,3,0.266,0.097,116.2
2026-01-13 17:52,2544,LeBron James,LAL,Off_Cluster_6,Def_Cluster_2,6,2,0.267,0.32,116.6
2026-01-13 17:52,1631159,Leonard Miller,MIN,Off_Cluster_0,Def_Cluster_2,0,2,0.197,0.073,107.1
2026-01-13 17:52,1642862,Liam McNeeley,CHA,Off_Cluster_1,Def_Cluster_2,1,2,0.14,0.097,110.2
2026-01-13 17:52,1630322,Lindy Waters III,SAS,Off_Cluster_0,Def_Cluster_2,0,2,0.119,0.077,103.8
2026-01-13 17:52,1628366,Lonzo Ball,CLE,Off_Cluster_4,Def_Cluster_2,4,2,0.131,0.248,109.9
2026-01-13 17:52,1629652,Luguentz Dort,OKC,Off_Cluster_1,Def_Cluster_2,1,2,0.132,0.048,105.5
2026-01-13 17:52,1629029,Luka Dončić,LAL,Off_Cluster_7,Def_Cluster_3,7,3,0.369,0.396,117.8
2026-01-13 17:52,1630568,Luka Garza,BOS,Off_Cluster_5,Def_Cluster_2,5,2,0.141,0.078,112.0
