PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,Archetype_Name,Cluster,USG_PCT,AST_PCT,PICK__ROLL_BALL_HANDLER_FREQ,PICK__ROLL_ROLL_MAN_FREQ,SPOT_UP_FREQ,POST_UP_FREQ,OFF_SCREEN_FREQ,CUT_FREQ,ISOLATION_FREQ,TRANSITION_FREQ
1630557,Corey Kispert,WAS,"Elite Off-Screen, Spot Up, Transition",6,0.169,0.094,0.086,0.063,0.289,0.0,0.133,0.066,0.0,0.191
202709,Cory Joseph,ORL,"P&R Handler, Transition, Spot Up",5,0.126,0.166,0.19,0.067,0.419,0.0,0.0,0.0,0.0,0.128
1641854,Craig Porter Jr.,CLE,"P&R Handler, Transition, Spot Up",5,0.155,0.191,0.333,0.0,0.182,0.0,0.0,0.063,0.063,0.167
1626156,D'Angelo Russell,BKN,"Elite P&R Handler, High Playmaking, High Usage",3,0.228,0.302,0.401,0.044,0.0,0.0,0.0,0.026,0.068,0.0
1629610,DaQuan Jeffries,CHA,"High Spot Up, Transition",1,0.136,0.073,0.1,0.0,0.374,0.0,0.062,0.1,0.0,0.176
1630625,Dalano Banton,POR,"Elite P&R Handler, High Playmaking, High Usage",3,0.237,0.213,0.265,0.0,0.243,0.0,0.0,0.016,0.084,0.216
1631207,Dalen Terry,CHI,"High Spot Up, Transition",1,0.142,0.136,0.108,0.0,0.352,0.0,0.0,0.057,0.028,0.307
1642261,Dalton Knecht,LAL,"Elite Off-Screen, Spot Up, Transition",6,0.181,0.067,0.084,0.029,0.312,0.0,0.105,0.067,0.041,0.238
203081,Damian Lillard,MIL,"Elite P&R Handler, High Playmaking, High Usage",3,0.269,0.299,0.398,0.0,0.104,0.0,0.03,0.008,0.154,0.143
1641878,Damion Baugh,CHA,Balanced / Low Usage Role,7,0.186,0.235,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629655,Daniel Gafford,DAL,"Elite Cutter, Elite Roll Man, Post Up",2,0.186,0.097,0.0,0.187,0.025,0.099,0.0,0.249,0.0,0.133
1628464,Daniel Theis,NOP,"Elite Cutter, Elite Roll Man, Post Up",2,0.111,0.131,0.0,0.343,0.07,0.0,0.0,0.18,0.0,0.145
203957,Danté Exum,DAL,"P&R Handler, Transition, Spot Up",5,0.193,0.22,0.298,0.0,0.304,0.0,0.0,0.0,0.0,0.199
203967,Dario Šarić,DEN,"Elite Post Up, High Roll Man, High Usage",0,0.157,0.17,0.0,0.234,0.273,0.182,0.0,0.0,0.0,0.0
1641727,Dariq Whitehead,BKN,"High Spot Up, Transition",1,0.189,0.078,0.0,0.0,0.389,0.0,0.0,0.0,0.0,0.248
1629636,Darius Garland,CLE,"Elite P&R Handler, High Playmaking, High Usage",3,0.265,0.309,0.427,0.0,0.166,0.0,0.033,0.012,0.078,0.161
1631223,David Roddy,HOU,"High Spot Up, Transition",1,0.159,0.121,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.22
1630558,Davion Mitchell,MIA,"P&R Handler, Transition, Spot Up",5,0.135,0.237,0.301,0.0,0.262,0.0,0.0,0.0,0.168,0.199
1630549,Day'Ron Sharpe,BKN,"Elite Cutter, Elite Roll Man, Post Up",2,0.186,0.158,0.0,0.127,0.084,0.094,0.0,0.171,0.0,0.094
1628368,De'Aaron Fox,SAS,"Elite P&R Handler, High Playmaking, High Usage",3,0.274,0.262,0.283,0.0,0.145,0.009,0.031,0.043,0.12,0.221
1629631,De'Andre Hunter,CLE,"Elite Off-Screen, Spot Up, Transition",6,0.221,0.077,0.089,0.063,0.23,0.037,0.065,0.051,0.091,0.211
201599,DeAndre Jordan,DEN,"Elite Cutter, Elite Roll Man, Post Up",2,0.126,0.105,0.0,0.215,0.0,0.0,0.0,0.258,0.0,0.072
201942,DeMar DeRozan,SAC,"Elite Iso, Elite Usage, High Playmaking",4,0.244,0.182,0.245,0.0,0.175,0.143,0.031,0.028,0.162,0.075
1629731,Dean Wade,CLE,"High Spot Up, Transition",1,0.101,0.073,0.0,0.099,0.566,0.0,0.0,0.049,0.0,0.171
1629028,Deandre Ayton,POR,"Elite Cutter, Elite Roll Man, Post Up",2,0.197,0.083,0.0,0.281,0.097,0.097,0.0,0.207,0.021,0.09
1627749,Dejounte Murray,NOP,"Elite P&R Handler, High Playmaking, High Usage",3,0.263,0.347,0.431,0.0,0.157,0.0,0.022,0.0,0.129,0.145
1626153,Delon Wright,NYK,Balanced / Low Usage Role,7,0.111,0.162,0.358,0.0,0.377,0.0,0.0,0.0,0.0,0.0
1630166,Deni Avdija,POR,"P&R Handler, Transition, Spot Up",5,0.228,0.193,0.217,0.012,0.264,0.018,0.022,0.041,0.058,0.227
203471,Dennis Schröder,DET,"Elite P&R Handler, High Playmaking, High Usage",3,0.211,0.287,0.359,0.0,0.198,0.0,0.038,0.0,0.181,0.106
1641726,Dereck Lively II,DAL,"Elite Cutter, Elite Roll Man, Post Up",2,0.132,0.143,0.0,0.21,0.0,0.052,0.0,0.341,0.0,0.127
1627884,Derrick Jones Jr.,LAC,"High Spot Up, Transition",1,0.16,0.044,0.02,0.066,0.371,0.0,0.0,0.141,0.0,0.257
1628401,Derrick White,BOS,"P&R Handler, Transition, Spot Up",5,0.195,0.199,0.229,0.025,0.352,0.0,0.049,0.022,0.041,0.153
1630217,Desmond Bane,ORL,"Elite P&R Handler, High Playmaking, High Usage",3,0.227,0.235,0.227,0.0,0.161,0.0,0.055,0.045,0.109,0.288
1626164,Devin Booker,PHX,"Elite P&R Handler, High Playmaking, High Usage",3,0.285,0.301,0.301,0.021,0.14,0.027,0.119,0.024,0.09,0.184
1642269,Devin Carter,SAC,"P&R Handler, Transition, Spot Up",5,0.169,0.139,0.199,0.0,0.331,0.0,0.0,0.0,0.078,0.217
1630170,Devin Vassell,SAS,"P&R Handler, Transition, Spot Up",5,0.217,0.139,0.193,0.013,0.305,0.0,0.052,0.022,0.076,0.196
1628415,Dillon Brooks,HOU,"High Spot Up, Transition",1,0.176,0.076,0.054,0.02,0.405,0.077,0.033,0.029,0.047,0.203
1641794,Dillon Jones,OKC,"High Spot Up, Transition",1,0.131,0.143,0.091,0.0,0.366,0.0,0.0,0.126,0.063,0.166
1627734,Domantas Sabonis,SAC,"Elite Post Up, High Roll Man, High Usage",0,0.213,0.251,0.011,0.224,0.105,0.115,0.0,0.156,0.021,0.128
1631230,Dominick Barlow,ATL,"High Spot Up, Transition",1,0.141,0.07,0.0,0.153,0.244,0.0,0.0,0.176,0.0,0.198
1642270,Donovan Clingan,POR,"Elite Cutter, Elite Roll Man, Post Up",2,0.135,0.081,0.0,0.195,0.08,0.0,0.0,0.188,0.0,0.089
1628378,Donovan Mitchell,CLE,"Elite P&R Handler, High Playmaking, High Usage",3,0.298,0.238,0.417,0.015,0.121,0.007,0.019,0.02,0.103,0.189
1628978,Donte DiVincenzo,MIN,"Elite Off-Screen, Spot Up, Transition",6,0.188,0.203,0.179,0.0,0.321,0.0,0.138,0.015,0.033,0.159
1627827,Dorian Finney-Smith,LAL,"High Spot Up, Transition",1,0.123,0.066,0.0,0.092,0.412,0.0,0.0,0.046,0.0,0.214
203110,Draymond Green,GSW,"High Spot Up, Transition",1,0.157,0.255,0.049,0.083,0.33,0.031,0.0,0.133,0.0,0.165
1629234,Drew Eubanks,LAC,"Elite Cutter, Elite Roll Man, Post Up",2,0.149,0.11,0.0,0.18,0.068,0.068,0.0,0.33,0.0,0.102
1630696,Dru Smith,MIA,"P&R Handler, Transition, Spot Up",5,0.131,0.128,0.19,0.0,0.321,0.0,0.0,0.0,0.0,0.155
1629130,Duncan Robinson,MIA,"Elite Off-Screen, Spot Up, Transition",6,0.187,0.148,0.165,0.042,0.257,0.0,0.121,0.052,0.017,0.118
1641871,Duop Reath,POR,"High Spot Up, Transition",1,0.162,0.083,0.0,0.207,0.373,0.0,0.0,0.073,0.0,0.114
203939,Dwight Powell,DAL,"Elite Cutter, Elite Roll Man, Post Up",2,0.073,0.13,0.0,0.101,0.0,0.0,0.0,0.354,0.0,0.141
1630700,Dyson Daniels,ATL,"P&R Handler, Transition, Spot Up",5,0.178,0.174,0.153,0.054,0.236,0.0,0.012,0.109,0.037,0.241
203901,Elfrid Payton,NOP,"Elite P&R Handler, High Playmaking, High Usage",3,0.151,0.443,0.516,0.0,0.116,0.0,0.0,0.0,0.065,0.0
1641989,Elijah Harkless,UTA,Balanced / Low Usage Role,7,0.12,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201569,Eric Gordon,PHI,"High Spot Up, Transition",1,0.14,0.118,0.066,0.0,0.551,0.0,0.051,0.0,0.043,0.16
1630596,Evan Mobley,CLE,"Elite Post Up, High Roll Man, High Usage",0,0.226,0.149,0.095,0.126,0.17,0.065,0.037,0.166,0.05,0.165
1630532,Franz Wagner,ORL,"Elite Iso, Elite Usage, High Playmaking",4,0.306,0.247,0.268,0.024,0.149,0.064,0.023,0.072,0.126,0.168
1627832,Fred VanVleet,HOU,"Elite P&R Handler, High Playmaking, High Usage",3,0.176,0.217,0.364,0.024,0.197,0.0,0.027,0.0,0.064,0.187
1641713,GG Jackson,MEM,"High Spot Up, Transition",1,0.219,0.085,0.073,0.0,0.427,0.0,0.0,0.041,0.061,0.264
1629216,Gabe Vincent,LAL,"Elite Off-Screen, Spot Up, Transition",6,0.131,0.09,0.159,0.025,0.446,0.0,0.053,0.025,0.051,0.123
1629726,Garrison Mathews,ATL,"Elite Off-Screen, Spot Up, Transition",6,0.153,0.102,0.035,0.057,0.397,0.0,0.104,0.0,0.0,0.252
203914,Gary Harris,ORL,"Elite Off-Screen, Spot Up, Transition",6,0.09,0.058,0.0,0.0,0.513,0.0,0.078,0.0,0.0,0.149
1627780,Gary Payton II,GSW,"Elite Cutter, Elite Roll Man, Post Up",2,0.156,0.132,0.0,0.097,0.273,0.0,0.0,0.256,0.0,0.188
1629018,Gary Trent Jr.,MIL,"High Spot Up, Transition",1,0.168,0.064,0.118,0.034,0.424,0.0,0.046,0.027,0.019,0.197
1627777,Georges Niang,ATL,"High Spot Up, Transition",1,0.177,0.087,0.027,0.23,0.505,0.0,0.035,0.091,0.0,0.15
203507,Giannis Antetokounmpo,MIL,"Elite Iso, Elite Usage, High Playmaking",4,0.346,0.339,0.114,0.085,0.053,0.149,0.0,0.085,0.179,0.221
1629048,Goga Bitadze,ORL,"Elite Cutter, Elite Roll Man, Post Up",2,0.142,0.142,0.0,0.17,0.068,0.032,0.0,0.282,0.0,0.083
1641711,Gradey Dick,TOR,"Elite Off-Screen, Spot Up, Transition",6,0.209,0.087,0.086,0.013,0.273,0.0,0.152,0.07,0.0,0.238
1629684,Grant Williams,CHA,"High Spot Up, Transition",1,0.146,0.107,0.0,0.187,0.307,0.06,0.0,0.06,0.0,0.181
1628960,Grayson Allen,PHX,"Elite Off-Screen, Spot Up, Transition",6,0.169,0.125,0.094,0.055,0.466,0.0,0.085,0.02,0.023,0.156
1627824,Guerschon Yabusele,PHI,"Elite Post Up, High Roll Man, High Usage",0,0.163,0.114,0.0,0.23,0.275,0.107,0.0,0.083,0.0,0.148
1630611,Gui Santos,GSW,"High Spot Up, Transition",1,0.126,0.138,0.0,0.0,0.347,0.0,0.0,0.201,0.0,0.18
203084,Harrison Barnes,SAS,"High Spot Up, Transition",1,0.157,0.085,0.036,0.034,0.417,0.061,0.016,0.044,0.05,0.22
1629312,Haywood Highsmith,MIA,"High Spot Up, Transition",1,0.111,0.084,0.0,0.034,0.499,0.0,0.0,0.11,0.0,0.191
1630529,Herbert Jones,NOP,"High Spot Up, Transition",1,0.146,0.134,0.084,0.057,0.423,0.0,0.0,0.0,0.0,0.211
1630193,Immanuel Quickley,TOR,"Elite P&R Handler, High Playmaking, High Usage",3,0.246,0.32,0.279,0.0,0.14,0.0,0.056,0.026,0.073,0.255
1630171,Isaac Okoro,CLE,"High Spot Up, Transition",1,0.124,0.078,0.0,0.054,0.458,0.0,0.0,0.093,0.0,0.263
1642268,Isaiah Collier,UTA,"Elite P&R Handler, High Playmaking, High Usage",3,0.186,0.342,0.266,0.0,0.158,0.0,0.0,0.018,0.122,0.282
1628392,Isaiah Hartenstein,OKC,"Elite Cutter, Elite Roll Man, Post Up",2,0.165,0.178,0.0,0.246,0.051,0.0,0.0,0.347,0.016,0.07
1630198,Isaiah Joe,OKC,"Elite Off-Screen, Spot Up, Transition",6,0.166,0.096,0.048,0.094,0.324,0.0,0.08,0.066,0.0,0.19
1630191,Isaiah Stewart,DET,"Elite Cutter, Elite Roll Man, Post Up",2,0.121,0.12,0.0,0.204,0.086,0.078,0.0,0.19,0.0,0.107
1631209,Isaiah Wong,CHA,Balanced / Low Usage Role,7,0.22,0.187,0.273,0.0,0.0,0.0,0.0,0.0,0.108,0.0
1627826,Ivica Zubac,LAC,"Elite Post Up, High Roll Man, High Usage",0,0.192,0.121,0.0,0.196,0.009,0.279,0.0,0.204,0.0,0.069
1630550,JT Thor,WAS,Balanced / Low Usage Role,7,0.132,0.04,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0
1629630,Ja Morant,MEM,"Elite Iso, Elite Usage, High Playmaking",4,0.312,0.355,0.285,0.0,0.137,0.013,0.017,0.012,0.178,0.269
1642266,Ja'Kobe Walter,TOR,"High Spot Up, Transition",1,0.179,0.105,0.134,0.021,0.32,0.0,0.05,0.067,0.0,0.23
1631095,Jabari Smith Jr.,HOU,"High Spot Up, Transition",1,0.16,0.048,0.029,0.055,0.311,0.067,0.041,0.079,0.025,0.193
1631133,Jabari Walker,POR,"High Spot Up, Transition",1,0.156,0.071,0.0,0.092,0.353,0.0,0.0,0.108,0.0,0.176
1630702,Jaden Hardy,DAL,"P&R Handler, Transition, Spot Up",5,0.244,0.138,0.248,0.0,0.314,0.0,0.041,0.0,0.09,0.194
1631093,Jaden Ivey,DET,"Elite P&R Handler, High Playmaking, High Usage",3,0.256,0.207,0.264,0.0,0.169,0.0,0.025,0.043,0.077,0.218
1630183,Jaden McDaniels,MIN,"High Spot Up, Transition",1,0.16,0.091,0.083,0.034,0.451,0.0,0.023,0.07,0.018,0.174
1630256,Jae'Sean Tate,HOU,"High Spot Up, Transition",1,0.126,0.107,0.0,0.0,0.3,0.0,0.0,0.111,0.068,0.174
1631170,Jaime Jaquez Jr.,MIA,"P&R Handler, Transition, Spot Up",5,0.194,0.181,0.176,0.0,0.263,0.052,0.016,0.069,0.09,0.202
1631222,Jake LaRavia,SAC,"High Spot Up, Transition",1,0.14,0.15,0.031,0.0,0.366,0.0,0.0,0.076,0.0,0.307
1627751,Jakob Poeltl,TOR,"Elite Cutter, Elite Roll Man, Post Up",2,0.184,0.136,0.0,0.249,0.033,0.071,0.0,0.243,0.016,0.099
1628973,Jalen Brunson,NYK,"Elite Iso, Elite Usage, High Playmaking",4,0.289,0.318,0.394,0.0,0.101,0.03,0.03,0.02,0.173,0.148
1631105,Jalen Duren,DET,"Elite Cutter, Elite Roll Man, Post Up",2,0.161,0.141,0.025,0.16,0.035,0.038,0.0,0.172,0.062,0.161
1630224,Jalen Green,HOU,"Elite P&R Handler, High Playmaking, High Usage",3,0.267,0.159,0.428,0.0,0.135,0.0,0.025,0.017,0.114,0.165
1641720,Jalen Hood-Schifino,PHI,Balanced / Low Usage Role,7,0.164,0.165,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630552,Jalen Johnson,ATL,"P&R Handler, Transition, Spot Up",5,0.214,0.203,0.142,0.087,0.228,0.041,0.0,0.071,0.027,0.236
1629618,Jalen Pickett,DEN,"P&R Handler, Transition, Spot Up",5,0.13,0.211,0.199,0.0,0.345,0.0,0.0,0.0,0.0,0.204
1630188,Jalen Smith,CHI,"High Spot Up, Transition",1,0.201,0.101,0.0,0.229,0.236,0.0,0.027,0.079,0.0,0.215
1630591,Jalen Suggs,ORL,"Elite P&R Handler, High Playmaking, High Usage",3,0.268,0.216,0.321,0.017,0.186,0.0,0.033,0.0,0.076,0.187
1631114,Jalen Williams,OKC,"Elite P&R Handler, High Playmaking, High Usage",3,0.27,0.233,0.345,0.0,0.185,0.0,0.028,0.042,0.091,0.202
1630592,Jalen Wilson,BKN,"High Spot Up, Transition",1,0.161,0.11,0.077,0.016,0.413,0.0,0.019,0.055,0.048,0.206
1631288,Jamal Cain,NOP,"High Spot Up, Transition",1,0.167,0.065,0.054,0.0,0.406,0.0,0.0,0.0,0.0,0.252
1627750,Jamal Murray,DEN,"Elite P&R Handler, High Playmaking, High Usage",3,0.235,0.223,0.34,0.009,0.088,0.038,0.041,0.04,0.098,0.147
1642347,Jamal Shead,TOR,"Elite P&R Handler, High Playmaking, High Usage",3,0.179,0.307,0.293,0.0,0.221,0.0,0.028,0.033,0.05,0.218
201935,James Harden,LAC,"Elite Iso, Elite Usage, High Playmaking",4,0.286,0.365,0.27,0.0,0.073,0.008,0.005,0.0,0.361,0.154
1642419,Jamison Battle,TOR,"Elite Off-Screen, Spot Up, Transition",6,0.147,0.073,0.037,0.045,0.391,0.0,0.113,0.069,0.0,0.208
1641716,Jarace Walker,IND,"P&R Handler, Transition, Spot Up",5,0.165,0.129,0.158,0.026,0.377,0.0,0.0,0.054,0.043,0.195
1630215,Jared Butler,PHI,"Elite P&R Handler, High Playmaking, High Usage",3,0.222,0.317,0.436,0.0,0.128,0.0,0.0,0.0,0.155,0.161
1642272,Jared McCain,PHI,"P&R Handler, Transition, Spot Up",5,0.243,0.171,0.298,0.0,0.265,0.0,0.051,0.0,0.065,0.223
1631197,Jared Rhoden,TOR,"High Spot Up, Transition",1,0.183,0.098,0.0,0.0,0.323,0.0,0.0,0.0,0.0,0.242
1628991,Jaren Jackson Jr.,MEM,"Elite Post Up, High Roll Man, High Usage",0,0.274,0.102,0.043,0.046,0.295,0.154,0.026,0.031,0.133,0.177
1629020,Jarred Vanderbilt,LAL,"Elite Cutter, Elite Roll Man, Post Up",2,0.116,0.094,0.0,0.083,0.25,0.0,0.0,0.226,0.0,0.131
1628386,Jarrett Allen,CLE,"Elite Cutter, Elite Roll Man, Post Up",2,0.156,0.091,0.0,0.289,0.022,0.042,0.0,0.294,0.0,0.111
1629750,Javonte Green,CLE,"High Spot Up, Transition",1,0.113,0.059,0.0,0.04,0.442,0.0,0.0,0.104,0.0,0.201
1629637,Jaxson Hayes,LAL,"Elite Cutter, Elite Roll Man, Post Up",2,0.12,0.076,0.0,0.248,0.0,0.0,0.0,0.362,0.0,0.111
1630643,Jay Huff,MEM,"High Spot Up, Transition",1,0.194,0.077,0.0,0.115,0.403,0.0,0.0,0.09,0.0,0.252
1627759,Jaylen Brown,BOS,"Elite Iso, Elite Usage, High Playmaking",4,0.282,0.204,0.174,0.009,0.166,0.101,0.047,0.028,0.154,0.213
1641740,Jaylen Clark,MIN,"High Spot Up, Transition",1,0.115,0.067,0.0,0.0,0.386,0.0,0.0,0.09,0.0,0.228
1641798,Jaylen Martin,WAS,Balanced / Low Usage Role,7,0.155,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642377,Jaylen Wells,MEM,"High Spot Up, Transition",1,0.156,0.082,0.034,0.0,0.46,0.0,0.026,0.059,0.061,0.242
1631119,Jaylin Williams,OKC,"High Spot Up, Transition",1,0.141,0.19,0.0,0.204,0.357,0.0,0.0,0.089,0.0,0.115
1628369,Jayson Tatum,BOS,"Elite Iso, Elite Usage, High Playmaking",4,0.301,0.266,0.286,0.039,0.1,0.073,0.029,0.028,0.259,0.114
1630288,Jeff Dowtin Jr.,PHI,"Elite P&R Handler, High Playmaking, High Usage",3,0.176,0.196,0.306,0.0,0.181,0.0,0.0,0.0,0.192,0.136
201145,Jeff Green,HOU,"High Spot Up, Transition",1,0.144,0.068,0.0,0.085,0.486,0.0,0.0,0.0,0.0,0.155
203924,Jerami Grant,POR,"Elite Off-Screen, Spot Up, Transition",6,0.192,0.099,0.086,0.0,0.345,0.052,0.092,0.023,0.069,0.201
1630526,Jeremiah Robinson-Earl,NOP,"High Spot Up, Transition",1,0.14,0.101,0.031,0.083,0.348,0.0,0.0,0.128,0.0,0.175
1631110,Jeremy Sochan,SAS,"Elite Cutter, Elite Roll Man, Post Up",2,0.184,0.138,0.043,0.141,0.197,0.039,0.0,0.169,0.025,0.176
1630579,Jericho Sims,MIL,"Elite Cutter, Elite Roll Man, Post Up",2,0.074,0.068,0.0,0.0,0.0,0.0,0.0,0.342,0.0,0.0
1641724,Jett Howard,ORL,"Elite Off-Screen, Spot Up, Transition",6,0.181,0.102,0.114,0.0,0.313,0.0,0.137,0.0,0.042,0.195
202710,Jimmy Butler III,GSW,"Elite Iso, Elite Usage, High Playmaking",4,0.203,0.26,0.232,0.036,0.091,0.06,0.025,0.11,0.154,0.157
1629111,Jock Landale,HOU,"Elite Cutter, Elite Roll Man, Post Up",2,0.148,0.102,0.0,0.284,0.095,0.1,0.0,0.168,0.0,0.089
203954,Joel Embiid,PHI,"Elite Post Up, High Roll Man, High Usage",0,0.342,0.286,0.0,0.247,0.098,0.193,0.0,0.039,0.14,0.077
1628381,John Collins,UTA,"Elite Post Up, High Roll Man, High Usage",0,0.234,0.105,0.014,0.103,0.197,0.098,0.105,0.086,0.045,0.133
1629723,John Konchar,MEM,"High Spot Up, Transition",1,0.077,0.095,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.404
1630548,Johnny Juzang,UTA,"Elite Off-Screen, Spot Up, Transition",6,0.174,0.08,0.083,0.039,0.343,0.0,0.135,0.041,0.054,0.173
202685,Jonas Valančiūnas,SAC,"Elite Post Up, High Roll Man, High Usage",0,0.222,0.171,0.0,0.231,0.066,0.219,0.0,0.138,0.036,0.038
1628371,Jonathan Isaac,ORL,"High Spot Up, Transition",1,0.155,0.056,0.0,0.09,0.291,0.027,0.0,0.152,0.0,0.105
1630228,Jonathan Kuminga,GSW,"P&R Handler, Transition, Spot Up",5,0.271,0.151,0.194,0.027,0.198,0.069,0.025,0.109,0.075,0.185
1642367,Jonathan Mogbo,TOR,"High Spot Up, Transition",1,0.145,0.16,0.03,0.11,0.195,0.0,0.0,0.18,0.035,0.242
203903,Jordan Clarkson,UTA,"Elite P&R Handler, High Playmaking, High Usage",3,0.269,0.238,0.257,0.019,0.149,0.0,0.075,0.017,0.155,0.149
1630692,Jordan Goodwin,LAL,"High Spot Up, Transition",1,0.134,0.108,0.106,0.056,0.397,0.0,0.0,0.0,0.0,0.117
1641722,Jordan Hawkins,NOP,"Elite Off-Screen, Spot Up, Transition",6,0.204,0.076,0.148,0.02,0.281,0.0,0.127,0.0,0.029,0.213
1641757,Jordan Miller,LAC,"P&R Handler, Transition, Spot Up",5,0.175,0.124,0.113,0.0,0.26,0.0,0.0,0.0,0.068,0.181
1629673,Jordan Poole,WAS,"Elite P&R Handler, High Playmaking, High Usage",3,0.281,0.254,0.307,0.01,0.127,0.0,0.075,0.019,0.056,0.238
1630631,Jose Alvarado,NOP,"Elite P&R Handler, High Playmaking, High Usage",3,0.193,0.278,0.342,0.016,0.281,0.0,0.017,0.021,0.058,0.159
1630581,Josh Giddey,CHI,"Elite P&R Handler, High Playmaking, High Usage",3,0.214,0.322,0.261,0.0,0.237,0.0,0.014,0.045,0.037,0.272
1630182,Josh Green,CHA,"Elite Off-Screen, Spot Up, Transition",6,0.115,0.081,0.075,0.0,0.395,0.0,0.071,0.033,0.0,0.261
1628404,Josh Hart,NYK,"High Spot Up, Transition",1,0.151,0.206,0.065,0.041,0.303,0.0,0.0,0.119,0.039,0.262
1629006,Josh Okogie,CHA,"High Spot Up, Transition",1,0.185,0.082,0.102,0.0,0.458,0.0,0.0,0.069,0.0,0.208
201950,Jrue Holiday,BOS,"P&R Handler, Transition, Spot Up",5,0.156,0.174,0.121,0.038,0.354,0.056,0.025,0.053,0.06,0.18
1630577,Julian Champagnie,SAS,"High Spot Up, Transition",1,0.164,0.078,0.032,0.047,0.475,0.0,0.047,0.042,0.019,0.23
1641763,Julian Phillips,CHI,"High Spot Up, Transition",1,0.126,0.045,0.0,0.032,0.399,0.0,0.0,0.109,0.0,0.261
1631124,Julian Strawther,DEN,"Elite Off-Screen, Spot Up, Transition",6,0.173,0.082,0.104,0.017,0.293,0.0,0.096,0.027,0.022,0.223
203944,Julius Randle,MIN,"Elite Post Up, High Roll Man, High Usage",0,0.246,0.228,0.075,0.077,0.24,0.121,0.024,0.045,0.134,0.141
1630551,Justin Champagnie,WAS,"High Spot Up, Transition",1,0.15,0.066,0.062,0.02,0.311,0.0,0.036,0.088,0.0,0.255
1642348,Justin Edwards,PHI,"High Spot Up, Transition",1,0.165,0.084,0.107,0.0,0.385,0.0,0.027,0.045,0.065,0.194
203994,Jusuf Nurkić,CHA,"Elite Post Up, High Roll Man, High Usage",0,0.202,0.167,0.0,0.249,0.154,0.295,0.0,0.17,0.0,0.047
1630231,KJ Martin,UTA,"High Spot Up, Transition",1,0.112,0.074,0.0,0.096,0.208,0.0,0.0,0.216,0.0,0.296
1642354,KJ Simpson,CHA,"P&R Handler, Transition, Spot Up",5,0.188,0.21,0.32,0.0,0.246,0.0,0.0,0.0,0.063,0.135
1630539,Kai Jones,DAL,"High Spot Up, Transition",1,0.128,0.08,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.294
1626157,Karl-Anthony Towns,NYK,"Elite Post Up, High Roll Man, High Usage",0,0.265,0.13,0.031,0.126,0.177,0.135,0.036,0.059,0.108,0.141
1631255,Karlo Matković,NOP,"Elite Cutter, Elite Roll Man, Post Up",2,0.155,0.083,0.0,0.208,0.174,0.034,0.0,0.191,0.0,0.14
202695,Kawhi Leonard,LAC,"Elite Iso, Elite Usage, High Playmaking",4,0.28,0.147,0.214,0.0,0.16,0.071,0.055,0.04,0.164,0.208
1630811,Keaton Wallace,ATL,"P&R Handler, Transition, Spot Up",5,0.164,0.224,0.275,0.0,0.305,0.0,0.0,0.0,0.095,0.18
1631099,Keegan Murray,SAC,"High Spot Up, Transition",1,0.148,0.055,0.036,0.018,0.409,0.0,0.043,0.052,0.013,0.243
1631232,Keion Brooks Jr.,NOP,"High Spot Up, Transition",1,0.169,0.062,0.0,0.0,0.364,0.0,0.0,0.121,0.0,0.212
1642276,Kel'el Ware,MIA,"Elite Cutter, Elite Roll Man, Post Up",2,0.169,0.062,0.0,0.24,0.153,0.034,0.0,0.215,0.0,0.103
1629640,Keldon Johnson,SAS,"High Spot Up, Transition",1,0.207,0.105,0.078,0.026,0.309,0.012,0.02,0.068,0.06,0.256
203482,Kelly Olynyk,NOP,"Elite Post Up, High Roll Man, High Usage",0,0.185,0.2,0.087,0.156,0.145,0.131,0.058,0.116,0.05,0.121
1626162,Kelly Oubre Jr.,PHI,"P&R Handler, Transition, Spot Up",5,0.186,0.079,0.151,0.015,0.282,0.0,0.012,0.085,0.064,0.202
1629026,Kenrich Williams,OKC,"High Spot Up, Transition",1,0.151,0.111,0.088,0.069,0.387,0.0,0.0,0.088,0.032,0.189
203484,Kentavious Caldwell-Pope,MEM,"Elite Off-Screen, Spot Up, Transition",6,0.121,0.086,0.095,0.044,0.353,0.0,0.122,0.017,0.019,0.204
1631165,Keon Ellis,SAC,"High Spot Up, Transition",1,0.125,0.08,0.065,0.025,0.436,0.0,0.018,0.03,0.019,0.236
1630553,Keon Johnson,BKN,"P&R Handler, Transition, Spot Up",5,0.212,0.148,0.137,0.0,0.36,0.0,0.029,0.028,0.078,0.22
1630556,Kessler Edwards,DAL,"High Spot Up, Transition",1,0.11,0.09,0.0,0.07,0.392,0.0,0.0,0.228,0.0,0.133
201142,Kevin Durant,PHX,"Elite Iso, Elite Usage, High Playmaking",4,0.283,0.188,0.159,0.045,0.201,0.081,0.082,0.026,0.189,0.141
1628989,Kevin Huerter,CHI,"Elite Off-Screen, Spot Up, Transition",6,0.171,0.124,0.114,0.036,0.368,0.0,0.061,0.053,0.0,0.228
