PLAYER_ID,SEASON,PRBallHandler_FREQ,PRBallHandler_PPP,PRRollMan_FREQ,PRRollMan_PPP
203112,2016-17,0.0,0.0,0.281,1.509
203114,2016-17,0.175,0.697,0.023,0.6
203115,2016-17,0.302,0.843,0.0,0.0
203118,2016-17,0.0,0.0,0.169,0.583
203120,2016-17,0.0,0.0,0.21,1.032
203124,2016-17,0.0,0.0,0.182,0.989
203141,2016-17,0.0,0.0,0.053,1.12
2440,2016-17,0.054,1.0,0.048,0.625
203145,2016-17,0.225,0.729,0.0,0.0
203148,2016-17,0.376,0.758,0.0,0.0
2449,2016-17,0.0,0.0,0.189,1.0
203186,2016-17,0.0,0.0,0.169,1.133
201142,2016-17,0.126,0.97,0.025,1.061
201143,2016-17,0.0,0.0,0.244,1.025
201144,2016-17,0.421,1.007,0.0,0.0
201145,2016-17,0.111,0.628,0.064,0.911
201147,2016-17,0.043,1.0,0.0,0.0
201147,2016-17,0.113,0.294,0.0,0.0
201148,2016-17,0.0,0.0,0.333,1.226
201149,2016-17,0.0,0.0,0.135,0.925
201150,2016-17,0.0,0.0,0.233,1.063
203200,2016-17,0.075,0.604,0.0,0.0
201155,2016-17,0.306,0.811,0.0,0.0
201156,2016-17,0.117,1.037,0.0,0.0
201158,2016-17,0.196,0.918,0.0,0.0
201160,2016-17,0.0,0.0,0.324,1.167
201162,2016-17,0.0,0.0,0.121,1.278
201163,2016-17,0.102,1.087,0.08,0.911
203210,2016-17,0.0,0.0,0.09,0.95
201166,2016-17,0.441,0.852,0.0,0.0
201167,2016-17,0.08,0.7,0.0,0.0
201177,2016-17,0.0,0.0,0.185,1.037
201188,2016-17,0.0,0.0,0.23,1.024
201196,2016-17,0.448,0.822,0.0,0.0
2544,2016-17,0.199,0.962,0.026,1.429
2546,2016-17,0.168,0.803,0.025,0.905
2548,2016-17,0.33,0.893,0.0,0.0
2561,2016-17,0.0,0.0,0.157,0.893
1627733,2016-17,0.0,0.0,0.056,0.273
2564,2016-17,0.058,0.68,0.109,0.553
2571,2016-17,0.41,0.739,0.0,0.0
201228,2016-17,0.211,0.662,0.0,0.0
201229,2016-17,0.0,0.0,0.108,1.063
2585,2016-17,0.0,0.0,0.114,1.137
2594,2016-17,0.058,0.235,0.0,0.0
202322,2016-17,0.402,0.855,0.0,0.0
202323,2016-17,0.263,0.82,0.0,0.0
202324,2016-17,0.0,0.0,0.256,0.963
202325,2016-17,0.0,0.0,0.103,1.174
202326,2016-17,0.012,1.222,0.152,0.954
202326,2016-17,0.012,1.222,0.149,0.889
202326,2016-17,0.031,0.846,0.152,0.954
202326,2016-17,0.031,0.846,0.149,0.889
1627735,2016-17,0.339,0.655,0.0,0.0
1627734,2016-17,0.0,0.0,0.217,0.859
202329,2016-17,0.023,1.357,0.075,0.783
202330,2016-17,0.286,0.981,0.0,0.0
202331,2016-17,0.175,1.013,0.025,1.163
1627739,2016-17,0.343,0.782,0.0,0.0
1627741,2016-17,0.204,1.0,0.0,0.0
1627741,2016-17,0.182,0.573,0.0,0.0
1627742,2016-17,0.215,0.591,0.0,0.0
202328,2016-17,0.0,0.0,0.115,1.234
1627737,2016-17,0.0,0.0,0.105,0.872
202334,2016-17,0.0,0.0,0.247,0.889
202335,2016-17,0.0,0.0,0.137,1.032
202339,2016-17,0.456,0.986,0.0,0.0
202340,2016-17,0.192,0.832,0.0,0.0
1627747,2016-17,0.202,0.876,0.0,0.0
1627750,2016-17,0.259,0.839,0.0,0.0
202337,2016-17,0.0,0.0,0.109,0.912
1627752,2016-17,0.114,0.659,0.0,0.0
202338,2016-17,0.0,0.0,0.195,0.848
1627746,2016-17,0.0,0.0,0.135,0.872
1627755,2016-17,0.55,0.794,0.0,0.0
202348,2016-17,0.307,0.831,0.0,0.0
1627756,2016-17,0.163,0.464,0.0,0.0
1627758,2016-17,0.291,0.56,0.0,0.0
1627759,2016-17,0.054,0.655,0.0,0.0
1627751,2016-17,0.0,0.0,0.235,1.075
202344,2016-17,0.0,0.0,0.174,1.015
1627763,2016-17,0.31,0.815,0.0,0.0
202355,2016-17,0.0,0.0,0.158,1.196
202357,2016-17,0.032,0.357,0.102,0.956
203382,2016-17,0.0,0.0,0.239,1.156
1627767,2016-17,0.0,0.0,0.141,1.077
202362,2016-17,0.314,0.682,0.0,0.0
202362,2016-17,0.393,0.455,0.0,0.0
1627775,2016-17,0.098,0.379,0.0,0.0
1627780,2016-17,0.324,0.909,0.0,0.0
1627783,2016-17,0.0,0.0,0.083,0.857
1627785,2016-17,0.34,0.584,0.0,0.0
1627786,2016-17,0.082,0.692,0.0,0.0
1627789,2016-17,0.084,0.488,0.0,0.0
202389,2016-17,0.0,0.0,0.147,1.016
202391,2016-17,0.437,0.879,0.0,0.0
1626780,2016-17,0.385,0.66,0.0,0.0
202397,2016-17,0.466,0.851,0.0,0.0
1627812,2016-17,0.461,0.839,0.0,0.0
1627812,2016-17,0.507,0.667,0.0,0.0
204456,2016-17,0.461,0.82,0.0,0.0
2730,2016-17,0.0,0.0,0.101,1.184
2733,2016-17,0.13,0.981,0.0,0.0
2734,2016-17,0.18,0.817,0.0,0.0
2736,2016-17,0.105,0.75,0.022,1.0
1713,2016-17,0.155,0.772,0.0,0.0
2738,2016-17,0.044,0.783,0.0,0.0
1627827,2016-17,0.047,0.526,0.0,0.0
1627826,2016-17,0.0,0.0,0.277,1.063
1717,2016-17,0.0,0.0,0.28,0.958
1718,2016-17,0.0,0.0,0.154,1.143
2743,2016-17,0.0,0.0,0.21,0.712
2744,2016-17,0.0,0.0,0.224,0.975
1627834,2016-17,0.0,0.0,0.165,1.273
1627835,2016-17,0.114,0.531,0.0,0.0
2747,2016-17,0.044,0.294,0.031,0.5
2749,2016-17,0.376,0.779,0.0,0.0
203457,2016-17,0.0,0.0,0.278,1.184
203457,2016-17,0.0,0.0,0.211,1.102
2754,2016-17,0.061,0.739,0.0,0.0
203459,2016-17,0.045,0.794,0.017,1.308
203460,2016-17,0.035,0.3,0.02,1.455
2757,2016-17,0.608,0.906,0.0,0.0
203462,2016-17,0.303,1.0,0.0,0.0
203463,2016-17,0.129,0.687,0.0,0.0
203458,2016-17,0.0,0.0,0.183,0.95
203461,2016-17,0.0,0.0,0.133,1.313
1627848,2016-17,0.0,0.0,0.167,1.478
1627851,2016-17,0.069,0.581,0.0,0.0
203468,2016-17,0.35,0.939,0.0,0.0
203469,2016-17,0.0,0.0,0.331,1.051
203471,2016-17,0.505,0.838,0.0,0.0
203473,2016-17,0.0,0.0,0.267,1.146
2772,2016-17,0.051,0.574,0.016,1.133
203477,2016-17,0.212,0.795,0.0,0.0
203476,2016-17,0.0,0.0,0.187,1.057
203482,2016-17,0.0,0.0,0.228,1.172
203484,2016-17,0.248,0.888,0.0,0.0
203486,2016-17,0.0,0.0,0.185,0.888
203486,2016-17,0.0,0.0,0.184,1.021
203487,2016-17,0.277,0.741,0.0,0.0
203488,2016-17,0.0,0.0,0.212,1.056
203490,2016-17,0.073,1.046,0.027,1.0
203496,2016-17,0.043,0.975,0.012,1.091
203497,2016-17,0.0,0.0,0.209,1.379
203498,2016-17,0.023,0.824,0.0,0.0
203500,2016-17,0.0,0.0,0.24,1.086
203501,2016-17,0.191,0.825,0.0,0.0
203503,2016-17,0.068,0.571,0.0,0.0
203504,2016-17,0.419,0.771,0.0,0.0
203506,2016-17,0.298,0.816,0.0,0.0
203507,2016-17,0.177,0.811,0.038,1.433
101108,2016-17,0.447,0.961,0.0,0.0
101109,2016-17,0.416,0.885,0.0,0.0
101106,2016-17,0.0,0.0,0.117,1.067
101107,2016-17,0.0,0.0,0.135,1.009
101112,2016-17,0.0,0.0,0.173,1.133
203512,2016-17,0.0,0.0,0.284,1.246
101114,2016-17,0.359,0.899,0.0,0.0
101114,2016-17,0.423,0.867,0.0,0.0
203516,2016-17,0.068,0.828,0.023,0.7
203518,2016-17,0.063,0.72,0.0,0.0
203521,2016-17,0.396,0.728,0.033,1.261
202498,2016-17,0.034,0.8,0.055,0.75
101123,2016-17,0.151,0.659,0.0,0.0
203524,2016-17,0.113,0.771,0.0,0.0
203530,2016-17,0.0,0.0,0.248,0.935
203530,2016-17,0.0,0.0,0.212,0.958
101133,2016-17,0.0,0.0,0.2,1.083
101135,2016-17,0.0,0.0,0.173,1.042
101138,2016-17,0.0,0.0,0.257,1.2
101139,2016-17,0.036,0.846,0.034,0.917
101141,2016-17,0.028,0.182,0.118,0.699
101141,2016-17,0.028,0.182,0.19,0.855
101145,2016-17,0.371,0.744,0.0,0.0
203546,2016-17,0.175,0.811,0.0,0.0
101150,2016-17,0.451,1.067,0.0,0.0
101150,2016-17,0.337,0.941,0.0,0.0
203552,2016-17,0.332,0.993,0.0,0.0
101161,2016-17,0.0,0.0,0.166,1.073
101162,2016-17,0.0,0.0,0.225,1.093
101181,2016-17,0.404,0.619,0.0,0.0
101181,2016-17,0.307,0.826,0.0,0.0
203584,2016-17,0.11,1.262,0.0,0.0
203585,2016-17,0.116,0.492,0.0,0.0
101187,2016-17,0.117,1.0,0.0,0.0
201563,2016-17,0.068,0.771,0.054,1.214
201565,2016-17,0.389,0.904,0.0,0.0
201566,2016-17,0.355,0.891,0.0,0.0
203613,2016-17,0.207,0.724,0.0,0.0
201568,2016-17,0.106,1.057,0.033,1.182
201569,2016-17,0.187,0.898,0.0,0.0
201567,2016-17,0.0,0.0,0.122,0.882
201571,2016-17,0.4,0.937,0.0,0.0
1891,2016-17,0.113,0.667,0.0,0.0
201573,2016-17,0.37,0.765,0.0,0.0
201572,2016-17,0.0,0.0,0.167,1.076
201577,2016-17,0.0,0.0,0.269,0.931
201578,2016-17,0.0,0.0,0.256,0.988
201579,2016-17,0.0,0.0,0.085,1.222
201582,2016-17,0.0,0.0,0.254,1.069
201583,2016-17,0.023,0.476,0.177,1.12
201584,2016-17,0.156,0.835,0.0,0.0
201585,2016-17,0.0,0.0,0.15,1.25
201586,2016-17,0.0,0.0,0.208,0.958
201586,2016-17,0.0,0.0,0.243,0.938
201587,2016-17,0.254,0.607,0.0,0.0
201588,2016-17,0.422,1.003,0.0,0.0
201589,2016-17,0.0,0.0,0.263,0.985
1626161,2016-17,0.0,0.0,0.201,1.105
201599,2016-17,0.0,0.0,0.195,1.52
201600,2016-17,0.0,0.0,0.103,1.3
201601,2016-17,0.035,1.188,0.05,1.043
201609,2016-17,0.43,0.926,0.009,0.538
1938,2016-17,0.243,0.764,0.0,0.0
201627,2016-17,0.041,0.6,0.0,0.0
202681,2016-17,0.34,0.959,0.007,0.667
202682,2016-17,0.0,0.0,0.191,0.758
202683,2016-17,0.0,0.0,0.188,1.135
202684,2016-17,0.0,0.0,0.256,1.163
202685,2016-17,0.0,0.0,0.207,1.282
202687,2016-17,0.0,0.0,0.25,0.971
202688,2016-17,0.433,0.798,0.0,0.0
202689,2016-17,0.549,0.977,0.0,0.0
202691,2016-17,0.054,0.907,0.0,0.0
202692,2016-17,0.299,0.947,0.0,0.0
202693,2016-17,0.0,0.0,0.135,0.974
202694,2016-17,0.166,0.692,0.057,0.896
202695,2016-17,0.247,1.014,0.007,1.083
202696,2016-17,0.0,0.0,0.233,0.877
202697,2016-17,0.181,0.855,0.0,0.0
202699,2016-17,0.106,0.985,0.104,0.885
202700,2016-17,0.0,0.0,0.201,0.737
202702,2016-17,0.0,0.0,0.098,1.148
202703,2016-17,0.0,0.0,0.094,0.986
202704,2016-17,0.573,0.889,0.0,0.0
202709,2016-17,0.451,0.801,0.0,0.0
202710,2016-17,0.367,0.91,0.006,1.182
202711,2016-17,0.16,0.894,0.0,0.0
202711,2016-17,0.109,1.0,0.0,0.0
202714,2016-17,0.393,0.848,0.0,0.0
1627098,2016-17,0.372,0.741,0.0,0.0
202718,2016-17,0.181,0.583,0.0,0.0
202720,2016-17,0.017,0.538,0.149,0.788
202722,2016-17,0.0,0.0,0.086,0.708
202730,2016-17,0.0,0.0,0.146,0.774
202732,2016-17,0.119,0.522,0.0,0.0
202734,2016-17,0.206,0.891,0.0,0.0
202738,2016-17,0.344,1.042,0.0,0.0
2037,2016-17,0.293,0.814,0.0,0.0
202779,2017-18,0.482,0.774,0.0,0.0
1626143,2017-18,0.0,0.0,0.229,1.333
1626144,2017-18,0.35,0.758,0.0,0.0
1626144,2017-18,0.428,0.619,0.0,0.0
1626145,2017-18,0.235,0.899,0.0,0.0
1626147,2017-18,0.081,0.789,0.0,0.0
1626149,2017-18,0.014,0.7,0.158,1.396
1626150,2017-18,0.426,0.927,0.0,0.0
1626151,2017-18,0.175,0.5,0.0,0.0
1626153,2017-18,0.35,0.903,0.0,0.0
200746,2017-18,0.0,0.0,0.166,1.078
1626155,2017-18,0.035,0.818,0.054,0.765
1626156,2017-18,0.435,0.828,0.0,0.0
1626157,2017-18,0.0,0.0,0.209,1.162
1626158,2017-18,0.0,0.0,0.197,0.947
1626159,2017-18,0.139,0.906,0.029,0.889
200752,2017-18,0.084,0.877,0.055,0.892
1626161,2017-18,0.0,0.0,0.216,0.967
1626162,2017-18,0.118,0.707,0.0,0.0
200755,2017-18,0.113,1.076,0.017,0.944
1626164,2017-18,0.282,0.848,0.0,0.0
200757,2017-18,0.068,0.7,0.0,0.0
1626166,2017-18,0.393,0.663,0.0,0.0
1626163,2017-18,0.013,1.0,0.194,1.06
1626168,2017-18,0.018,0.167,0.134,1.156
1626169,2017-18,0.139,0.684,0.0,0.0
1626170,2017-18,0.403,0.97,0.0,0.0
1626167,2017-18,0.0,0.0,0.386,1.031
1626171,2017-18,0.0,0.0,0.194,1.053
200765,2017-18,0.368,0.868,0.0,0.0
1626172,2017-18,0.0,0.0,0.116,1.033
1626175,2017-18,0.0,0.0,0.222,1.208
200768,2017-18,0.265,0.895,0.0,0.0
1626178,2017-18,0.032,0.935,0.097,1.232
1626179,2017-18,0.242,0.76,0.0,0.0
1626181,2017-18,0.256,0.655,0.0,0.0
1626185,2017-18,0.044,0.714,0.068,0.953
1626188,2017-18,0.3,1.011,0.0,0.0
200782,2017-18,0.0,0.0,0.101,0.545
1626192,2017-18,0.093,0.786,0.0,0.0
1626195,2017-18,0.0,0.0,0.223,1.185
1626196,2017-18,0.23,0.775,0.0,0.0
1626202,2017-18,0.274,0.984,0.0,0.0
200794,2017-18,0.045,0.962,0.085,0.918
1626203,2017-18,0.055,0.867,0.0,0.0
1626204,2017-18,0.0,0.0,0.192,1.031
1626204,2017-18,0.0,0.0,0.15,1.379
1626209,2017-18,0.116,0.874,0.024,1.167
1626210,2017-18,0.0,0.0,0.379,0.455
202327,2017-18,0.0,0.0,0.28,0.783
1626220,2017-18,0.148,0.618,0.0,0.0
203894,2017-18,0.378,0.871,0.0,0.0
203897,2017-18,0.42,0.897,0.0,0.0
200826,2017-18,0.487,0.84,0.0,0.0
203898,2017-18,0.396,0.642,0.0,0.0
203901,2017-18,0.345,0.823,0.0,0.0
203901,2017-18,0.495,0.856,0.0,0.0
203903,2017-18,0.353,0.842,0.0,0.0
203903,2017-18,0.377,0.946,0.0,0.0
1626245,2017-18,0.0,0.0,0.277,1.306
203914,2017-18,0.141,0.896,0.0,0.0
203915,2017-18,0.387,0.847,0.0,0.0
203917,2017-18,0.239,0.795,0.0,0.0
203918,2017-18,0.275,0.944,0.015,0.6
203918,2017-18,0.223,0.918,0.015,0.6
202335,2017-18,0.0,0.0,0.199,1.016
203920,2017-18,0.0,0.0,0.209,1.297
1626257,2017-18,0.0,0.0,0.275,1.071
203922,2017-18,0.105,0.2,0.0,0.0
203924,2017-18,0.0,0.0,0.267,1.236
203925,2017-18,0.064,1.021,0.0,0.0
203926,2017-18,0.039,0.533,0.0,0.0
203926,2017-18,0.047,0.3,0.0,0.0
2199,2017-18,0.0,0.0,0.25,1.278
2200,2017-18,0.0,0.0,0.26,1.098
203930,2017-18,0.224,1.067,0.0,0.0
203930,2017-18,0.309,0.324,0.0,0.0
203932,2017-18,0.094,0.72,0.053,1.25
203933,2017-18,0.14,0.875,0.0,0.0
203935,2017-18,0.287,0.767,0.0,0.0
2207,2017-18,0.105,0.786,0.041,0.909
2207,2017-18,0.068,0.364,0.041,0.909
203937,2017-18,0.155,0.849,0.0,0.0
203939,2017-18,0.0,0.0,0.266,1.414
203943,2017-18,0.0,0.0,0.145,1.167
203943,2017-18,0.0,0.0,0.117,0.632
203944,2017-18,0.014,1.056,0.118,1.157
2216,2017-18,0.0,0.0,0.151,0.899
203948,2017-18,0.0,0.0,0.19,0.892
203952,2017-18,0.235,0.801,0.015,0.958
2225,2017-18,0.498,0.812,0.0,0.0
203953,2017-18,0.139,1.0,0.05,1.2
203954,2017-18,0.018,0.963,0.084,0.992
203957,2017-18,0.32,0.923,0.0,0.0
203961,2017-18,0.0,0.0,0.172,0.967
202344,2017-18,0.0,0.0,0.196,0.821
202344,2017-18,0.0,0.0,0.265,1.115
202344,2017-18,0.0,0.0,0.09,0.615
203966,2017-18,0.0,0.0,0.132,2.083
203967,2017-18,0.027,0.867,0.045,0.902
1628365,2017-18,0.261,0.639,0.0,0.0
201933,2017-18,0.112,0.724,0.134,1.25
201933,2017-18,0.112,0.724,0.148,0.833
201933,2017-18,0.114,0.833,0.134,1.25
201933,2017-18,0.114,0.833,0.148,0.833
1628366,2017-18,0.292,0.627,0.0,0.0
201935,2017-18,0.358,0.909,0.0,0.0
201936,2017-18,0.38,0.969,0.0,0.0
201937,2017-18,0.398,0.762,0.0,0.0
201939,2017-18,0.261,1.131,0.011,1.583
1628368,2017-18,0.427,0.699,0.0,0.0
1628372,2017-18,0.321,0.708,0.0,0.0
201942,2017-18,0.41,0.917,0.0,0.0
1628373,2017-18,0.395,0.672,0.0,0.0
203992,2017-18,0.309,0.832,0.0,0.0
1628369,2017-18,0.123,0.939,0.021,1.0
1628378,2017-18,0.388,0.811,0.0,0.0
1628379,2017-18,0.154,0.77,0.0,0.0
1628374,2017-18,0.045,0.978,0.118,1.084
201949,2017-18,0.137,0.708,0.068,1.125
201950,2017-18,0.291,0.876,0.011,1.588
1628382,2017-18,0.074,0.8,0.0,0.0
201952,2017-18,0.428,0.844,0.0,0.0
203999,2017-18,0.018,0.875,0.197,1.049
201954,2017-18,0.315,0.951,0.0,0.0
1627362,2017-18,0.438,1.071,0.0,0.0
1628384,2017-18,0.041,0.353,0.0,0.0
204001,2017-18,0.014,0.4,0.169,1.011
1628381,2017-18,0.0,0.0,0.225,1.133
1628386,2017-18,0.0,0.0,0.359,1.157
201960,2017-18,0.077,0.921,0.019,1.368
1628393,2017-18,0.275,0.682,0.0,0.0
201961,2017-18,0.044,0.912,0.018,1.143
1628389,2017-18,0.0,0.0,0.208,1.01
201959,2017-18,0.0,0.0,0.142,1.124
1628395,2017-18,0.0,0.0,0.122,0.742
1628398,2017-18,0.058,0.767,0.065,0.988
1628397,2017-18,0.0,0.0,0.183,1.243
201967,2017-18,0.0,0.0,0.253,0.732
1628400,2017-18,0.0,0.0,0.057,1.0
204020,2017-18,0.225,0.868,0.0,0.0
1628404,2017-18,0.078,0.667,0.0,0.0
201973,2017-18,0.0,0.0,0.081,0.844
201975,2017-18,0.1,0.787,0.0,0.0
201976,2017-18,0.368,0.625,0.0,0.0
204025,2017-18,0.313,0.684,0.0,0.0
1628407,2017-18,0.258,0.603,0.0,0.0
1628411,2017-18,0.104,0.75,0.0,0.0
1628412,2017-18,0.396,0.8,0.0,0.0
201980,2017-18,0.109,0.569,0.0,0.0
1628414,2017-18,0.067,0.727,0.0,0.0
1628415,2017-18,0.234,0.687,0.0,0.0
1628416,2017-18,0.228,0.716,0.0,0.0
204028,2017-18,0.0,0.0,0.353,1.227
201988,2017-18,0.338,0.787,0.0,0.0
204038,2017-18,0.151,0.732,0.0,0.0
1628422,2017-18,0.124,0.435,0.0,0.0
1628424,2017-18,0.282,0.667,0.0,0.0
201943,2017-18,0.372,0.886,0.0,0.0
1628425,2017-18,0.066,0.625,0.0,0.0
1628432,2017-18,0.161,0.4,0.0,0.0
1628436,2017-18,0.0,0.0,0.275,0.949
1628439,2017-18,0.0,0.0,0.206,1.05
203991,2017-18,0.0,0.0,0.321,1.336
204060,2017-18,0.24,0.735,0.0,0.0
1628455,2017-18,0.539,0.823,0.0,0.0
203994,2017-18,0.0,0.0,0.276,1.023
1628463,2017-18,0.0,0.0,0.171,0.667
1628464,2017-18,0.0,0.0,0.282,1.011
1628467,2017-18,0.0,0.0,0.154,1.125
1628469,2017-18,0.176,0.767,0.0,0.0
203076,2017-18,0.014,1.148,0.142,1.177
203077,2017-18,0.06,0.707,0.0,0.0
203078,2017-18,0.279,0.886,0.0,0.0
203079,2017-18,0.324,0.88,0.0,0.0
203081,2017-18,0.474,1.046,0.0,0.0
203082,2017-18,0.115,0.889,0.0,0.0
203083,2017-18,0.0,0.0,0.111,1.043
203084,2017-18,0.1,0.952,0.049,0.958
203085,2017-18,0.395,0.838,0.0,0.0
203087,2017-18,0.346,0.92,0.0,0.0
1628495,2017-18,0.241,0.538,0.0,0.0
203089,2017-18,0.0,0.0,0.167,1.138
202066,2017-18,0.192,0.735,0.0,0.0
203092,2017-18,0.0,0.0,0.33,1.126
203092,2017-18,0.0,0.0,0.218,1.259
203095,2017-18,0.178,0.931,0.0,0.0
1628504,2017-18,0.579,0.515,0.0,0.0
1628503,2017-18,0.108,0.4,0.0,0.0
203101,2017-18,0.0,0.0,0.294,1.013
202083,2017-18,0.118,0.918,0.0,0.0
203107,2017-18,0.2,0.757,0.0,0.0
203109,2017-18,0.11,0.385,0.089,0.829
203110,2017-18,0.038,0.794,0.08,0.819
2403,2017-18,0.0,0.0,0.366,1.05
203112,2017-18,0.0,0.0,0.325,0.939
203114,2017-18,0.2,1.034,0.026,1.452
203115,2017-18,0.268,0.874,0.0,0.0
203118,2017-18,0.017,1.727,0.209,1.091
203121,2017-18,0.074,0.881,0.0,0.0
267634,2017-18,0.422,0.816,0.0,0.0
203124,2017-18,0.0,0.0,0.257,1.209
203145,2017-18,0.294,0.762,0.0,0.0
203186,2017-18,0.0,0.0,0.238,1.154
201142,2017-18,0.182,1.038,0.016,1.36
201143,2017-18,0.026,0.875,0.205,1.203
201144,2017-18,0.415,0.989,0.0,0.0
201145,2017-18,0.021,0.824,0.059,0.936
201147,2017-18,0.089,0.667,0.0,0.0
201148,2017-18,0.0,0.0,0.281,1.206
203200,2017-18,0.113,0.462,0.0,0.0
201156,2017-18,0.085,0.787,0.0,0.0
201158,2017-18,0.209,0.678,0.0,0.0
201158,2017-18,0.086,1.276,0.0,0.0
203210,2017-18,0.0,0.0,0.083,0.804
201163,2017-18,0.062,0.854,0.013,1.3
201162,2017-18,0.0,0.0,0.078,0.615
201167,2017-18,0.056,0.0,0.0,0.0
201188,2017-18,0.0,0.0,0.275,1.024
201196,2017-18,0.357,0.771,0.0,0.0
201196,2017-18,0.649,0.563,0.0,0.0
2544,2017-18,0.209,1.02,0.028,1.233
2546,2017-18,0.109,0.864,0.069,0.839
2548,2017-18,0.279,0.804,0.0,0.0
2548,2017-18,0.362,0.739,0.0,0.0
2561,2017-18,0.0,0.0,0.14,1.101
1628681,2017-18,0.189,0.609,0.0,0.0
201229,2017-18,0.0,0.0,0.074,1.093
2585,2017-18,0.0,0.0,0.162,1.323
2594,2017-18,0.025,0.571,0.025,1.071
202322,2017-18,0.294,0.704,0.0,0.0
202323,2017-18,0.201,0.841,0.0,0.0
1627732,2017-18,0.299,0.81,0.0,0.0
202325,2017-18,0.069,1.032,0.0,0.0
202326,2017-18,0.055,0.786,0.084,1.093
1627733,2017-18,0.021,0.538,0.115,1.225
202324,2017-18,0.0,0.0,0.273,1.1
202329,2017-18,0.016,0.273,0.126,1.045
1627734,2017-18,0.0,0.0,0.421,0.989
202331,2017-18,0.252,0.89,0.021,1.27
1627739,2017-18,0.478,0.792,0.0,0.0
1627741,2017-18,0.192,0.731,0.0,0.0
1627742,2017-18,0.295,0.787,0.0,0.0
202328,2017-18,0.0,0.0,0.177,1.184
202328,2017-18,0.0,0.0,0.161,0.956
1627738,2017-18,0.0,0.0,0.404,1.177
1627737,2017-18,0.0,0.0,0.108,0.887
202334,2017-18,0.0,0.0,0.206,1.072
202339,2017-18,0.337,0.799,0.0,0.0
202339,2017-18,0.411,1.261,0.0,0.0
1627747,2017-18,0.342,0.717,0.0,0.0
1627749,2017-18,0.335,0.699,0.0,0.0
1627750,2017-18,0.257,0.859,0.0,0.0
202340,2017-18,0.078,0.667,0.0,0.0
202340,2017-18,0.266,0.706,0.0,0.0
1627752,2017-18,0.193,0.63,0.011,1.077
202337,2017-18,0.0,0.0,0.172,1.394
1627746,2017-18,0.0,0.0,0.181,0.924
1627755,2017-18,0.529,0.803,0.0,0.0
1627756,2017-18,0.273,0.878,0.0,0.0
202348,2017-18,0.387,0.833,0.0,0.0
1627758,2017-18,0.211,0.316,0.0,0.0
1627759,2017-18,0.08,0.732,0.0,0.0
1627751,2017-18,0.0,0.0,0.247,1.151
1627761,2017-18,0.272,0.481,0.0,0.0
1627763,2017-18,0.254,0.974,0.0,0.0
202355,2017-18,0.0,0.0,0.218,1.068
202357,2017-18,0.043,0.632,0.054,1.333
203382,2017-18,0.0,0.0,0.202,1.026
1627767,2017-18,0.0,0.0,0.273,1.254
202362,2017-18,0.339,0.74,0.0,0.0
1627775,2017-18,0.172,0.458,0.0,0.0
1627780,2017-18,0.292,0.571,0.0,0.0
1627781,2017-18,0.102,0.727,0.0,0.0
1627782,2017-18,0.28,0.806,0.0,0.0
1627783,2017-18,0.017,0.7,0.073,0.86
1627785,2017-18,0.458,0.926,0.0,0.0
1627786,2017-18,0.078,0.3,0.0,0.0
1627789,2017-18,0.069,0.435,0.0,0.0
202389,2017-18,0.0,0.0,0.223,1.0
202391,2017-18,0.778,1.143,0.0,0.0
202397,2017-18,0.37,0.837,0.0,0.0
1627812,2017-18,0.302,0.907,0.0,0.0
1627814,2017-18,0.146,0.615,0.0,0.0
204456,2017-18,0.36,0.864,0.0,0.0
2730,2017-18,0.0,0.0,0.125,1.041
1627819,2017-18,0.435,0.797,0.0,0.0
1627820,2017-18,0.148,0.551,0.0,0.0
2733,2017-18,0.083,0.6,0.0,0.0
2734,2017-18,0.227,0.721,0.0,0.0
2734,2017-18,0.251,0.964,0.0,0.0
2731,2017-18,0.0,0.0,0.136,1.188
1713,2017-18,0.072,1.0,0.048,1.5
2738,2017-18,0.054,1.0,0.0,0.0
1627827,2017-18,0.122,0.222,0.0,0.0
1717,2017-18,0.0,0.0,0.245,1.063
1627832,2017-18,0.328,0.839,0.0,0.0
2744,2017-18,0.0,0.0,0.233,1.071
2747,2017-18,0.099,0.87,0.02,1.0
1627835,2017-18,0.093,0.111,0.0,0.0
2749,2017-18,0.312,0.69,0.0,0.0
2749,2017-18,0.451,0.652,0.0,0.0
203457,2017-18,0.0,0.0,0.275,1.051
203458,2017-18,0.0,0.0,0.211,1.22
203459,2017-18,0.068,0.641,0.0,0.0
1627846,2017-18,0.151,0.633,0.0,0.0
203463,2017-18,0.119,0.564,0.0,0.0
203468,2017-18,0.331,0.919,0.0,0.0
1627853,2017-18,0.193,1.182,0.0,0.0
1627854,2017-18,0.173,0.876,0.0,0.0
203471,2017-18,0.49,0.876,0.0,0.0
203469,2017-18,0.0,0.0,0.244,0.891
203473,2017-18,0.0,0.0,0.261,1.052
1627858,2017-18,0.257,0.75,0.0,0.0
1628367,2017-18,0.18,0.694,0.0,0.0
2772,2017-18,0.048,0.771,0.04,0.793
203477,2017-18,0.429,0.741,0.0,0.0
203476,2017-18,0.0,0.0,0.24,0.899
1627863,2017-18,0.106,0.813,0.0,0.0
203482,2017-18,0.022,0.842,0.167,1.153
203484,2017-18,0.115,0.586,0.0,0.0
203486,2017-18,0.0,0.0,0.164,1.022
203487,2017-18,0.312,0.634,0.0,0.0
